SampleIndex,FileName,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,variance_1,variance_2,variance_3,variance_4,variance_5,variance_6,variance_7,variance_8,variance_9,variance_10,skewness_1,skewness_2,skewness_3,skewness_4,skewness_5,skewness_6,skewness_7,skewness_8,skewness_9,skewness_10,kurtosis_1,kurtosis_2,kurtosis_3,kurtosis_4,kurtosis_5,kurtosis_6,kurtosis_7,kurtosis_8,kurtosis_9,kurtosis_10,torso_BW_1,torso_BW_2,torso_BW_3,torso_BW_4,torso_BW_5,torso_BW_6,torso_BW_7,torso_BW_8,torso_BW_9,torso_BW_10,total_BW_1,total_BW_2,total_BW_3,total_BW_4,total_BW_5,total_BW_6,total_BW_7,total_BW_8,total_BW_9,total_BW_10,total_BW_offset_1,total_BW_offset_2,total_BW_offset_3,total_BW_offset_4,total_BW_offset_5,total_BW_offset_6,total_BW_offset_7,total_BW_offset_8,total_BW_offset_9,total_BW_offset_10,total_torso_BW_offset_1,total_torso_BW_offset_2,total_torso_BW_offset_3,total_torso_BW_offset_4,total_torso_BW_offset_5,total_torso_BW_offset_6,total_torso_BW_offset_7,total_torso_BW_offset_8,total_torso_BW_offset_9,total_torso_BW_offset_10,U_centroid,U_bandwidth,mean_U1,mean_U2,mean_U3,sigma_U1,sigma_U2,sigma_U3,mean_V1,mean_V2,mean_V3,sigma_V1,sigma_V2,sigma_V3,Upeak1,Upeak2,Upeak3,Unegpeak1,Unegpeak2,Unegpeak3,Vpeak1,Vpeak2,Vpeak3,Vnegpeak1,Vnegpeak2,Vnegpeak3
857,6P72A06R2_SVD.mat,-0.598759763915615,-0.260169006009285,-0.123527066707228,-0.68732142151108,-0.608191661691119,-0.589819018730864,-0.629643148396303,-0.60169718388237,-0.569994522017223,-0.634637233374508,82456.7789365527,82085.9803159767,81794.1729635528,82788.5175356823,83076.9979537409,83105.3976301073,83085.4986551053,83024.0200382577,83106.1539621215,83089.1084211146,-0.000217647465746063,-0.00319262534306361,-0.0045688064142675,0.000593513717543371,2.09122703530674e-05,-0.0001628864359418,0.000183573699191628,-3.97719012466461e-05,-0.000210442047635877,0.000175304217182566,1.81731922543499,1.82350533911009,1.83018868455576,1.81099352156178,1.80504428040781,1.80438188008677,1.80497900718501,1.80607644643234,1.80437826731007,1.47334194379617,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353520770242386,-0.00032781187701742,-0.00019494460900864,0.000480560865792518,0.035375936177702,0.0353769190943074,-0.045592470422578,-0.000451971655543437,0.000178662633497385,0.000573937802621206,0.0456413039841761,0.0456431960591721,-0.423246294923288,286.61621218293,0,4,7,7,1,1,1,5,6,0,5,5
858,6P72A06R3_SVD.mat,-0.486346977648288,-0.31414620484576,-0.306132337500832,-0.674668971609706,-0.639304350424239,-0.640437014573493,-0.642221069403895,-0.631571788753552,-0.631128927222415,-0.634972259485849,82356.9191202787,82061.5872699871,81973.0064491435,82948.2494948783,83054.8742161785,83120.0463075944,83137.4272265833,83192.1201934621,83206.919638835,83236.1736648348,-0.00114511022358528,-0.00267410737713231,-0.00282547697818739,0.000489712067818406,9.86716051412768e-05,8.36595501224197e-05,9.8820558033114e-05,-1.92683794017345e-05,-1.45505887839339e-05,9.01000576807765e-06,1.81885992748455,1.82424479862326,1.8275172771465,1.80787062164223,1.8055268007396,1.80418624667474,1.80388339874528,1.80277277440695,1.80249090957236,1.47097500701249,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353526463977878,-0.000295866903094639,-0.000106927687260813,0.000436613057160926,0.0353762181244213,0.0353772950878011,-0.0455937563086524,-0.000379746391689826,-1.0584585357723e-05,0.000460331642073392,0.045641963428181,0.0456435452289421,-0.487146950981858,286.853254327391,0,4,9,7,1,2,0,4,7,0,0,3
859,1P01A01R01_SVD.mat,-0.869022671609516,-1.31334532336319,-1.39819196592741,-0.905648344928686,-0.0564064038718193,0.0614879401641786,-0.114680952489609,-1.11983213513094,-1.36902255768495,-1.34265170391522,82204.7430118778,81918.4603452314,81762.3088167152,81998.0776405142,81977.6490605236,81949.449040524,82110.8978079385,81985.5258439371,81860.4345664298,81812.1003334049,0.00232456790485168,0.00626752585330112,0.00720992216189396,0.00283909087664783,-0.00480750490165475,-0.00600389819145114,-0.0044500111795403,0.00463189919011966,0.00683598906619876,0.00612700286059412,1.8218039803714,1.82694982046985,1.83037283245536,1.82638263150851,1.82673040912414,1.82702468762536,1.82370339656687,1.8263068775126,1.82818310353382,1.66326974603942,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353421289787093,-0.000225591663088156,0.000146252803001343,0.00096699954106514,0.035376736710399,0.0353771541947096,-0.0319260279564642,-1.36812281680075e-05,0.000136155957588737,0.00031117434499927,0.0319438253172394,0.0319435377800227,-1.0589580665317,283.818141467894,0,1,7,1,1,2,2,10,13,0,2,9
860,1P01A01R02_SVD.mat,-0.967737502837925,-1.31829954777416,-1.34849994813712,-0.788573496913778,-0.128587923986851,0.0411883583455335,-0.0133097306233157,-0.775150519353374,-1.22790078542691,-1.32940670327219,82108.9585574973,81854.7730123197,81806.301878682,82174.8374760528,82016.2978460483,81960.4715340853,82018.7613000379,82136.5765560399,81920.2861807877,81818.7361303274,0.00315118722594185,0.00644276584629334,0.00678064511386534,0.00169744148336348,-0.00410673288101727,-0.00569869196561392,-0.0052243804834792,0.0015567212975466,0.0055953470221442,0.00601787450737128,1.82347059581273,1.82865714071807,1.82974704879102,1.82301727572664,1.8260295385283,1.82669981151122,1.82560149080552,1.82352302388784,1.82731528306552,1.66322558515336,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.035342089475949,-0.000188358264326699,0.000207149110562608,0.00096844402460793,0.035376954819906,0.0353768496493099,-0.0319262545949275,-2.98545469322203e-05,4.43313573114789e-05,0.000286955263189666,0.0319438142848009,0.0319437974572637,-0.943397199751993,283.898993892692,0,1,9,1,1,2,1,9,13,0,3,9
861,1P01A01R03_SVD.mat,-0.980333097579948,-1.06758216293803,-0.933284060992649,-0.518573881480813,-0.220127871131324,-0.161019665247136,-0.620073927510443,-1.08675716362668,-0.845509974582949,-0.480822968129585,82065.8679980618,81969.0280021458,82218.3568051819,82603.2454028239,82163.8071147248,81987.1570847399,82099.0660576434,81976.82632034,82219.0233772428,82544.4283132215,0.00338005311967003,0.00441398858146119,0.00337764144067433,-0.000529648590242546,-0.00337220646432036,-0.00414526960851433,0.000148442382299787,0.00457080739446718,0.00256880899164407,-0.000696686960600786,1.82448618383655,1.82716235205583,1.82294254710627,1.81521659679928,1.82377423137064,1.82657124915539,1.82429660212622,1.82693509292855,1.82295785533569,1.65160064630682,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353429029929741,-0.000197304177873645,0.000379847092025572,0.000938247523174333,0.0353769059968333,0.0353754150671854,-0.031925079880186,-7.26566868737513e-06,0.000233725096873768,0.000396770670296291,0.0319438274228605,0.0319429723116389,-0.766419110050804,284.575436451858,0,1,7,3,1,3,1,8,12,0,2,10
862,1P02A01R01_SVD.mat,-1.08634648609755,-1.60141588571747,-1.25553272807041,-0.00573629671410908,0.176290145414691,-0.339954416834902,-1.36598883785283,-1.50540409534277,-1.01631032571731,0.000971160553884524,82124.4752857948,81723.5278900168,81818.1957525067,81750.3294381785,81743.8006652988,81948.238691194,81819.8707168396,81710.9222071541,81973.6546757091,81856.0386503374,0.00419781954975048,0.00891223805349507,0.00574679217030927,-0.00554526828218617,-0.00721047790971075,-0.00250022287922156,0.0066961849676406,0.00799454478433404,0.00362410946355967,-0.00507112586065311,1.82319565436089,1.83078749982582,1.82973582772469,1.83110640782628,1.83076504118653,1.82707240532678,1.82933406534332,1.83153494298009,1.82679246111088,1.66249470021836,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353404654847897,-0.000106108848309406,-0.000171147846805777,0.00102606790104695,0.0353772975563468,0.0353770423767122,-0.0319260134652793,6.03059618336757e-06,-0.000154016543896757,0.000312659093743241,0.0319438276801655,0.0319434565750845,-0.992777804715112,283.414903677024,0,1,2,1,1,1,3,9,14,0,3,12
863,1P02A01R02_SVD.mat,-1.14286443064363,-1.61578028463421,-1.13236677759424,0.100770817819939,0.213069856408625,-0.477640162787415,-1.46661332860699,-1.4867270736632,-0.787784956511322,0.0785837357328376,82029.7505919533,81672.4493173064,81869.9249877342,81761.4791757166,81751.2952754485,81915.2723666226,81771.821173388,81714.9917411933,81952.9639231942,81800.5760934886,0.00474214792524696,0.00916544545076192,0.0047624495907938,-0.00655980757664166,-0.00767466245950053,-0.00117725848367648,0.00775670611847889,0.00793094101768417,0.00167528572399917,-0.00577630715254801,1.82549327332989,1.83213254431329,1.8289810849114,1.83097067970509,1.8307093000714,1.82808535732637,1.83050963870555,1.83154256539245,1.82747116004355,1.66365892508762,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353397300339032,-0.000114131827637566,0.000247919672435505,0.00105112425935358,0.0353772725516314,0.0353765870948445,-0.0319264914721269,-8.45688459630948e-06,7.51963421756542e-05,0.000259234699587916,0.0319438271294069,0.0319437396527949,-0.939228625035766,283.33159224095,0,1,2,1,1,2,2,11,13,0,2,12
864,1P02A01R03_SVD.mat,-0.934392913798068,-1.2014645842595,-0.90358515979851,-0.382373684641037,-0.111640451155896,-0.308007297195112,-1.10058966890507,-1.12250993192643,-0.80450588113368,-0.268934034005419,82152.3460269594,81830.5625967572,82149.2031893806,82194.3117773372,81811.8393151809,81993.8412342482,81925.4436898581,81958.2790972022,82303.6343453977,82046.0484426012,0.00280388574037405,0.00547557063225369,0.00274072313189078,-0.00210671672569746,-0.00477411363640325,-0.00292806470348218,0.00449222851380845,0.00481456164469347,0.0018096144795229,-0.00290079801522371,1.82314788902203,1.82989079895618,1.82402131282922,1.82343346904888,1.83037190311313,1.82681283406255,1.82798879626778,1.82774360510914,1.82111445129986,1.66019938205231,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353407652076068,3.76535249830137e-05,0.000488512128292303,0.00101567910575591,0.0353774368207628,0.0353740796741272,-0.0319255713412482,2.00561569264303e-05,0.000114114950983387,0.000354985683400836,0.0319438219473722,0.0319436242113397,-0.814929785574343,284.062938045025,0,2,4,1,1,2,1,10,13,0,3,11
865,1P03A01R01_SVD.mat,-1.02981818633991,-1.60382539016867,-1.57640991801696,-0.944957199056837,0.181364564843866,0.237061209672083,-0.0650828751180667,-1.00008478167446,-1.58168917526632,-1.63984642823406,82148.9287296532,81754.4304475573,81691.7781617654,81915.0003002537,81722.1574696607,81825.2705625131,81862.5878089216,82017.4590460123,81744.7617916285,81704.3528661244,0.00353715757484688,0.00875130955583955,0.00854707988186411,0.00292499927586314,-0.00705994984855047,-0.00762531668720494,-0.00489963648354491,0.00332952637939077,0.00855370885425378,0.00827991686865586,1.82261556556292,1.83011250828641,1.83172215422372,1.82827498871257,1.83135150255228,1.82862363079371,1.82869188742193,1.82567467904609,1.83026571283526,1.66490967031349,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353407195329714,-0.000164307210536251,7.83038969531129e-05,0.00101726910765969,0.0353770748497062,0.0353773701170001,-0.0319253522966342,-2.65774943827568e-05,0.000206723292573356,0.000374186194253063,0.0319438171823801,0.03194315865939,-1.17304760801593,283.392293495688,0,1,5,1,1,2,2,9,11,0,3,11
866,1P03A01R02_SVD.mat,-0.968588238602591,-1.66945720732189,-1.43056627673748,-0.876341896113744,0.106235171766017,0.237513372919413,-0.0338242785657215,-0.930523986138712,-1.55073798623173,-1.60729334723439,82244.1675367963,81658.207772974,81761.4300674226,81987.7089984866,81729.3733861924,81806.5390113115,81829.8205767955,81981.8118684179,81711.4166585297,81720.7394168102,0.00303961151402693,0.00940134894032748,0.00719854262890447,0.0021685551089093,-0.00659540465514755,-0.0077110541265355,-0.00530009978311777,0.00264584706873894,0.00832143019319053,0.00805702967550042,1.8212107470503,1.83226616937934,1.83048276528994,1.82670926991164,1.83129096572243,1.82930959740032,1.82921104631591,1.8266843329528,1.83119224783302,1.66446307292572,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353404873709113,-0.000148091520505625,0.000305553803127821,0.00102531286422634,0.0353771465359041,0.035376135679196,-0.031925740315436,-1.97989252983106e-05,0.000212929257433913,0.000339432765772244,0.0319438221080049,0.0319431178524026,-1.11244890176586,283.399359912871,0,1,4,1,1,2,1,11,11,0,3,10
867,1P03A01R03_SVD.mat,-0.98361109384195,-1.22404067201301,-0.92869080735206,-0.401478673000511,-0.145404107912666,-0.383369537290759,-0.916395434076749,-1.24927599608205,-1.01248874555526,-0.5575100437053,82115.1105351495,81870.0254924366,82240.2276138737,82275.0160878272,81802.3271805803,82048.844245015,82095.563889259,81821.2275596854,82124.6057038187,82402.5896614393,0.00320015761883431,0.00558211539724683,0.00281727188955986,-0.00213363645131956,-0.00462917902423356,-0.00218759246443551,0.00257769195552352,0.00582518074052864,0.00359253214887825,-0.000589901725775575,1.8239604727282,1.82919289395355,1.82267685225478,1.82167438016805,1.83081266282938,1.82536273313343,1.82435226936707,1.83001422724366,1.82488241693208,1.65383648011606,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353413259196582,-0.000148002683230899,0.000474306905494818,0.000995952882003781,0.0353771469081377,0.0353742732359,-0.0319251073888764,-3.58520148505394e-05,9.80157102653721e-05,0.000394548777079324,0.0319438081102854,0.0319436777216197,-0.944217993336283,284.204324237229,0,1,3,1,1,2,0,9,11,0,1,8
868,1P04A01R01_SVD.mat,-1.0039177496662,-1.33613836854959,-1.36440754126947,-1.13103151201398,-0.39738984508782,-0.0516746090561891,-0.0500644420962967,-0.160494038971317,-0.773293769502084,-1.23850896489252,82046.3310043096,81824.5257292252,81821.0400908815,82045.6742788352,82154.9011001355,81870.023846368,81845.0352064599,81986.9062052255,82101.7121397815,81934.5479026425,0.00330168285637504,0.00626649048262426,0.00651099826628663,0.00443307874266547,-0.00206388133266707,-0.00506838635768215,-0.00506585053074742,-0.00411218666007057,0.00125705881402938,0.00490923229787814,1.824964630382,1.82917022996626,1.8292397710874,1.82496195212808,1.82295585540662,1.82841449592062,1.82887834423614,1.82616216245611,1.82392829695208,1.66097030975328,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353420538633283,-6.49211849086636e-05,0.000250604989476295,0.000969744413175712,0.0353773972408114,0.0353765681504988,-0.0319262091727274,-2.24955355101654e-05,7.24392853352861e-05,0.000291970207328844,0.0319438203209918,0.031943746030494,-0.871189771514866,283.827379009683,0,1,7,1,1,2,1,8,15,0,1,8
869,1P04A01R02_SVD.mat,-0.882487516624526,-1.16671486690666,-1.32751177292928,-1.2365593059998,-0.888659712133535,-0.219374670544553,-0.01632541251075,-0.0790560977237175,-0.198496126089865,-0.403718458490089,82333.0864083694,81947.3424876033,81865.8074324695,81895.5108778718,82175.5591529166,82069.8005643046,81837.5422544992,81908.2899752866,82045.3344564875,82229.4142821751,0.00237243805848117,0.00487150380083258,0.00630726524781935,0.00550328985460002,0.0024029140534361,-0.0035812343881313,-0.00539913395171152,-0.00483462764596489,-0.00376406359463652,-0.00174054567554396,1.81947495504049,1.82680742073053,1.82849759214637,1.82817252587026,1.82297918393667,1.82486698075579,1.82915461207515,1.82754035855909,1.82498199382871,1.65595979088957,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353428084214548,-4.51897729907703e-06,0.000407981012736067,0.000941807642988235,0.0353774565948818,0.0353751013954967,-0.0319253364070069,1.37062840905311e-05,0.000157244248394076,0.000375540819204579,0.0319438253064874,0.0319434408334684,-0.6622788519491,284.05634614703,0,1,3,1,1,2,1,8,12,0,1,10
870,1P04A01R03_SVD.mat,-0.865112722710067,-1.07949565309429,-1.0060691172608,-0.858971051476268,-0.55463286081888,-0.37943868347792,-0.279009111039405,-0.38815549738018,-0.533024820946184,-0.815940101248619,82177.2528697916,81948.5638474453,82194.4626443553,82461.3184009469,82531.3967970617,82249.8845679003,81968.7607773699,82088.0333805403,82246.8835118684,82161.7564929908,0.00218964181361271,0.00422873132701194,0.00358658949071748,0.00220475699101822,-0.000658362838250131,-0.00231031977715468,-0.00329045528543419,-0.00226434343059544,-0.000908303896509505,0.00150609437630972,1.82225976212587,1.82736823011399,1.82342387689593,1.81839151938678,1.81667680867082,1.82243712458157,1.82733265159555,1.82447755713926,1.82109917070617,1.65665153397058,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353433484793251,-2.03466752169735e-05,0.000404018181758424,0.000921292159439119,0.0353774510255351,0.0353751469337519,-0.0319248387413341,2.66641949732967e-05,6.52085200523401e-05,0.000415739548025677,0.0319438171100531,0.0319437616253203,-0.724868011029406,284.657199680703,0,2,5,2,1,2,2,7,11,0,4,7
871,1P05A01R01_SVD.mat,-1.15045196310698,-1.23154073617524,-1.11930814478227,-0.341717970778275,-0.0621888332811736,-0.0738452213392677,-0.28383971999345,-0.957841902414059,-1.18851956026323,-1.23596920673426,82007.4152732813,81960.367834523,81978.6305548497,81996.5876429219,81893.7636718647,81880.7432226119,81968.0356485164,82058.683153013,82025.0353449227,81985.1490740319,0.00460543698455654,0.00533284741431603,0.00442048067724607,-0.00246292849720515,-0.00502834193849703,-0.00494970604948674,-0.00303388514302445,0.00297006739434466,0.0049519371576757,0.00487754206984389,1.82524299163007,1.82621416154876,1.82640660897191,1.82639647814051,1.82797053255301,1.82808332379742,1.82664489059258,1.82474916752969,1.82494676752445,1.65970955472399,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353424628559701,-2.96520226535449e-05,0.000190769376970621,0.000954703408197123,0.0353774444417144,0.0353769418840315,-0.0319250071793059,0.000176587754740817,-0.000238504104209939,0.000402583729212955,0.0319433396533699,0.0319429369503255,-0.908317042123654,283.875370444493,0,2,8,1,1,1,1,10,12,0,2,10
872,1P05A01R02_SVD.mat,-1.24411222461109,-1.28498395029987,-1.07821939415594,-0.264827877645211,-0.104752433766556,-0.094476713985836,-0.181238425386157,-0.990253096695214,-1.23244129046641,-1.24965685339843,81899.9042126264,81903.6772722479,82044.6465802513,82057.3714434525,81884.0954023226,81893.302922465,81977.6587678307,82104.3976580366,81921.6440051639,81924.8959721668,0.00558169575968834,0.00593598166470807,0.0040122741114645,-0.00333153161838179,-0.00469932073644766,-0.00478879420637688,-0.00403182279252282,0.00320164026635266,0.00545924598903978,0.00511046780256644,1.82764516521849,1.82766582119018,1.82531904757516,1.82531697367628,1.82823403055471,1.82802235573296,1.8264996089047,1.82422501638762,1.82732762074049,1.6610665429605,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353418049978649,5.7737587274257e-05,-0.000127458412173576,0.000978783435780722,0.0353774097097035,0.0353772269912461,-0.0319263344419676,5.13464516736546e-05,-0.000121409659967286,0.000277920276962931,0.0319437869407643,0.0319435972914549,-0.917136953078396,283.818901475722,0,1,7,1,1,1,2,10,12,0,2,10
873,1P05A01R03_SVD.mat,-1.01647102301527,-1.07835411476716,-0.902069690567432,-0.49016345433729,-0.28972863473896,-0.263859607639715,-0.922293662962491,-1.07208796907619,-1.06461222350405,-0.933870054347902,82024.0219600067,82039.9121414555,82321.1873971821,82423.0510040749,82056.536903466,81963.8349298704,82141.566812528,81993.8991124329,82087.9918800756,82326.1567019413,0.00351519111116472,0.00422117597631125,0.00258074812858843,-0.00121976334657531,-0.00306710313880719,-0.0033339666038162,0.00263044936038828,0.00407348956837112,0.00408350398179107,0.00261676468572761,1.82537378154637,1.8261781780979,1.82096065998777,1.81910554018811,1.82585220174072,1.82726761246045,1.82310306041978,1.82632704298652,1.82525862351046,1.65544732357539,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.0353419456736235,0.000119642787956839,0.000482739834489039,0.000973684280964146,0.0353772543205004,0.0353741590169985,-0.0319255557017145,7.18014383849644e-05,8.65051776835882e-05,0.000356390875659768,0.0319437474720499,0.0319437110005033,-0.985953960827852,284.415155225848,0,2,7,1,1,2,1,8,12,0,3,10
874,1P06A01R01_SVD.mat,-0.867452500463355,-1.16508251965534,-1.16445836440739,-0.629868334488906,-0.0987915839937552,-0.0926528563155471,-0.189937692976052,-0.680934386261055,-1.03904237081142,-1.18726175356607,82270.5293498638,82079.9386787794,82017.9001453095,82006.3144852259,81946.3046573532,81934.5122811042,81972.7413404813,82224.7942219179,82113.7712200361,81995.3705239098,0.00218183434873647,0.0048572168290477,0.00493473179643975,0.000297057592496804,-0.00447857643969911,-0.00456191403830456,-0.00366523114243578,0.000630109804271853,0.00379486082399385,0.00467490807964235,1.82013100076981,1.82399665753226,1.82561057409431,1.82632945616889,1.82715505473473,1.82723702532891,1.82666292626021,1.82151667727802,1.82361624110034,1.6600666791197,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-907.954545454545,-0.03534321497667,-4.84204376241481e-05,0.00023852840059936,0.000926405903348893,0.0353774237063179,0.0353766517432446,-0.031925649769012,0.000151227032452489,0.000104791336192903,0.000347853441869887,0.0319434699166139,0.0319436561907969,-0.801752367818086,284.163251800463,0,3,6,1,1,2,2,6,12,0,1,11
